GO,Function,Proteins,Gene Name,Ontology group,Count of protein,Number of proteins detected within the genome,GO frequency within the dataset (%),GO frequency within the genome (%),P-Value,P-Values_BH
GO:0046889,positive regulation of lipid biosynthetic process,Q0VD32(Evidence code:ISS/Database source:UniProtKB:Q32M00),CREBL2,BP,1,1 of 25,1.12,4,0.06974,0.09458
GO:0071901,negative regulation of protein serine/threonine kinase activity,Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens),H2AFY,BP,1,1 of 25,1.12,4,0.06974,0.09458
GO:0004869,cysteine-type endopeptidase inhibitor activity,Q9BGU1(Evidence code:IEA/Database source:InterPro:IPR000010),BTHRG,MF,1,1 of 26,1.12,3.85,0.07233,0.09784
GO:0016830,carbon-carbon lyase activity,Q29RZ0(Evidence code:IEA/Database source:UniProtKB:P24752|ens),ACAT1,MF,1,1 of 27,1.12,3.7,0.0749,0.1003
GO:0031490,chromatin DNA binding,Q2HJ65(Evidence code:IEA/Database source:UniRule:UR000141801),H2AFY,MF,1,1 of 27,1.12,3.7,0.0749,0.1003
GO:0051781,positive regulation of cell division,P00432(Evidence code:IEA/Database source:UniProtKB-KW:KW-0497),CAT,BP,1,1 of 27,1.12,3.7,0.0749,0.1003
GO:0051287,NAD binding,P20000(Evidence code:ISS/Database source:UniProtKB:Q28399),ALDH2,MF,1,1 of 27,1.12,3.7,0.0749,0.1003
GO:0000786,nucleosome,Q2HJ65(Evidence code:IEA/Database source:InterPro:IPR002119|I),H2AFY,CC,1,1 of 28,1.12,3.57,0.07747,0.103
GO:0007420,brain development,P68401(Evidence code:IBA/Database source:PANTHER:PTN000220758),PAFAH1B2,BP,1,1 of 28,1.12,3.57,0.07747,0.103
GO:0072350,tricarboxylic acid metabolic process,P00366(Evidence code:ISS/Database source:UniProtKB:P26443),GLUD1,BP,1,1 of 28,1.12,3.57,0.07747,0.103
GO:0005856,cytoskeleton,Q5E9M1(Evidence code:IEA/Database source:UniProtKB-KW:KW-0206)Q32LL2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0206), ARL6IP5 STOML2,CC,2,2 of 165,2.25,1.21,0.07964,0.1057
GO:1990904,ribonucleoprotein complex,Q2TBQ5(Evidence code:IEA/Database source:InterPro:IPR004037)Q3ZC44(Evidence code:IEA/Database source:UniProtKB:Q99729|ens)P09867(Evidence code:ISS/Database source:UniProtKB:P09651), RPL7A HNRNPAB HNRNPA1,CC,3,3 of 360,3.37,0.83,0.08261,0.1086
GO:0016032,viral process,Q0VD32(Evidence code:IEA/Database source:UniProtKB-KW:KW-0945),CREBL2,BP,1,1 of 30,1.12,3.33,0.08258,0.1086
GO:0045454,cell redox homeostasis,Q3T0L2(Evidence code:IEA/Database source:InterPro:IPR013766),ERP44,BP,1,1 of 30,1.12,3.33,0.08258,0.1086
GO:0012505,endomembrane system,A5PJQ6(Evidence code:IBA/Database source:PANTHER:PTN000031541),PGRMC2,CC,1,1 of 30,1.12,3.33,0.08258,0.1086
GO:0048471,perinuclear region of cytoplasm,P11456(Evidence code:IEA/Database source:UniProtKB:P20645|ens)P35466(Evidence code:IEA/Database source:UniProtKB:P26447|ens), M6PR S100A4,CC,2,2 of 170,2.25,1.18,0.08374,0.1098
GO:0030308,negative regulation of cell growth,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens),PHB,BP,1,1 of 31,1.12,3.23,0.08513,0.1101
GO:0050830,defense response to Gram-positive bacterium,Q673L2(Evidence code:IEA/Database source:UniProtKB:P30993|ens),C5AR1,BP,1,1 of 31,1.12,3.23,0.08513,0.1101
GO:0008021,synaptic vesicle,A8PVV5(Evidence code:IEA/Database source:InterPro:IPR001285),SYPL1,CC,1,1 of 31,1.12,3.23,0.08513,0.1101
GO:0045766,positive regulation of angiogenesis,Q673L2(Evidence code:IEA/Database source:UniProtKB:P30993|ens),C5AR1,BP,1,1 of 31,1.12,3.23,0.08513,0.1101
GO:0010951,negative regulation of endopeptidase activity,Q9BGU1(Evidence code:IEA/Database source:GO:0004869),BTHRG,BP,1,1 of 31,1.12,3.23,0.08513,0.1101
GO:0042177,negative regulation of protein catabolic process,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens),PHB,BP,1,1 of 31,1.12,3.23,0.08513,0.1101
GO:0022627,cytosolic small ribosomal subunit,Q56JX8(Evidence code:IBA/Database source:PANTHER:PTN000223267),RPS13,CC,1,1 of 32,1.12,3.12,0.08767,0.1131
GO:0045892,"negative regulation of transcription, DNA-templated",Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens)Q5E9L5(Evidence code:ISS/Database source:UniProtKB:Q96LA8), PHB PRMT6,BP,2,2 of 178,2.25,1.12,0.09041,0.115
GO:0006479,protein methylation,Q5E9L5(Evidence code:IEA/Database source:InterPro:IPR025799),PRMT6,BP,1,1 of 33,1.12,3.03,0.0902,0.115
GO:0003714,transcription corepressor activity,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021),C1QBP,MF,1,1 of 33,1.12,3.03,0.0902,0.115
GO:0006334,nucleosome assembly,Q2HJ65(Evidence code:IEA/Database source:InterPro:IPR021171),H2AFY,BP,1,1 of 33,1.12,3.03,0.0902,0.115
GO:0050679,positive regulation of epithelial cell proliferation,Q673L2(Evidence code:IEA/Database source:UniProtKB:P21730|ens),C5AR1,BP,1,1 of 33,1.12,3.03,0.0902,0.115
GO:0008203,cholesterol metabolic process,P00432(Evidence code:IEA/Database source:UniProtKB:P24270|ens),CAT,BP,1,1 of 33,1.12,3.03,0.0902,0.115
GO:0006260,DNA replication,Q0VCA5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0235),SAMHD1,BP,1,1 of 34,1.12,2.94,0.09272,0.1177
GO:0090501,RNA phosphodiester bond hydrolysis,Q0VCA5(Evidence code:IEA/Database source:GO:0004540),SAMHD1,BP,1,1 of 35,1.12,2.86,0.09524,0.1203
GO:0030170,pyridoxal phosphate binding,P12344(Evidence code:IEA/Database source:InterPro:IPR004838|I),GOT2,MF,1,1 of 35,1.12,2.86,0.09524,0.1203
GO:0030176,integral component of endoplasmic reticulum membrane,Q5EA68(Evidence code:ISS/Database source:UniProtKB:P38377),SEC61A1,CC,1,1 of 36,1.12,2.78,0.09775,0.1219
GO:0071013,catalytic step 2 spliceosome,A2VDN6(Evidence code:IEA/Database source:UniProtKB:Q15459|ens),SF3A1,CC,1,1 of 36,1.12,2.78,0.09775,0.1219
GO:0005777,peroxisome,P00432(Evidence code:IEA/Database source:UniProtKB-KW:KW-0576),CAT,CC,1,1 of 36,1.12,2.78,0.09775,0.1219
GO:0033138,positive regulation of peptidyl-serine phosphorylation,Q0VD32(Evidence code:ISS/Database source:UniProtKB:Q32M00),CREBL2,BP,1,1 of 36,1.12,2.78,0.09775,0.1219
GO:0005802,trans-Golgi network,P11456(Evidence code:IBA/Database source:PANTHER:PTN000824899),M6PR,CC,1,1 of 36,1.12,2.78,0.09775,0.1219
GO:0000302,response to reactive oxygen species,P00432(Evidence code:IEA/Database source:UniProtKB:P04040|ens),CAT,BP,1,1 of 36,1.12,2.78,0.09775,0.1219
GO:0016209,antioxidant activity,P00432(Evidence code:IEA/Database source:UniProtKB:P04040|ens),CAT,MF,1,1 of 37,1.12,2.7,0.1003,0.1244
GO:0008022,protein C-terminus binding,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens),PHB,MF,1,1 of 37,1.12,2.7,0.1003,0.1244
GO:0015031,protein transport,Q0V888(Evidence code:IEA/Database source:UniProtKB-KW:KW-0653)Q5EA68(Evidence code:IEA/Database source:InterPro:IPR002208)Q3T133(Evidence code:IEA/Database source:UniProtKB-KW:KW-0653), COPG SEC61A1 TMED9,BP,3,3 of 394,3.37,0.76,0.101,0.1251
GO:0061077,chaperone-mediated protein folding,Q2YDL5(Evidence code:IBA/Database source:PANTHER:PTN000054102),FKBP11,BP,1,1 of 38,1.12,2.63,0.1027,0.1267
GO:0004540,ribonuclease activity,Q0VCA5(Evidence code:ISS/Database source:UniProtKB:Q9Y3Z3),SAMHD1,MF,1,1 of 38,1.12,2.63,0.1027,0.1267
GO:0042393,histone binding,Q5E9L5(Evidence code:ISS/Database source:UniProtKB:Q96LA8),PRMT6,MF,1,1 of 39,1.12,2.56,0.1052,0.1292
GO:0030198,extracellular matrix organization,A6H7H3(Evidence code:IEA/Database source:UniProtKB:O70503|ens),LOC789567,BP,1,1 of 39,1.12,2.56,0.1052,0.1292
GO:0006886,intracellular protein transport,Q0V888(Evidence code:IEA/Database source:InterPro:IPR002553)Q5E9F1(Evidence code:IEA/Database source:InterPro:IPR008417), COPG BCAP31,BP,2,2 of 196,2.25,1.02,0.106,0.1298
GO:0019899,enzyme binding,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens)Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens)P00432(Evidence code:IEA/Database source:UniProtKB:P04040|ens), PHB H2AFY CAT,MF,3,3 of 405,3.37,0.74,0.1073,0.1311
GO:0005770,late endosome,P11456(Evidence code:IEA/Database source:UniProtKB:P24668|ens),M6PR,CC,1,1 of 41,1.12,2.44,0.1102,0.1338
GO:0004386,helicase activity,Q3T147(Evidence code:IEA/Database source:UniProtKB-KW:KW-0347),DDX39B,MF,1,1 of 41,1.12,2.44,0.1102,0.1338
GO:0016323,basolateral plasma membrane,Q673L2(Evidence code:IEA/Database source:UniProtKB:P21730|ens),C5AR1,CC,1,1 of 41,1.12,2.44,0.1102,0.1338
GO:0005509,calcium ion binding,Q0VCA3(Evidence code:IEA/Database source:InterPro:IPR002048)P35466(Evidence code:IEA/Database source:InterPro:IPR001751|I), LETM1 S100A4,MF,2,2 of 203,2.25,0.99,0.1122,0.1359
GO:0008033,tRNA processing,O02691(Evidence code:IEA/Database source:UniProtKB-KW:KW-0819),HSD17B10,BP,1,1 of 43,1.12,2.33,0.1151,0.1389
GO:0051262,protein tetramerization,P00432(Evidence code:IEA/Database source:UniProtKB:P04040|ens),CAT,BP,1,1 of 43,1.12,2.33,0.1151,0.1389
GO:0006633,fatty acid biosynthetic process,P52505(Evidence code:IEA/Database source:InterPro:IPR003231),NDUFAB1,BP,1,1 of 44,1.12,2.27,0.1176,0.1406
GO:0000790,nuclear chromatin,Q2HJ65(Evidence code:IEA/Database source:UniRule:UR000141801),H2AFY,CC,1,1 of 44,1.12,2.27,0.1176,0.1406
GO:0050900,leukocyte migration,Q673L2(Evidence code:IBA/Database source:PANTHER:PTN000658787),C5AR1,BP,1,1 of 44,1.12,2.27,0.1176,0.1406
GO:0016485,protein processing,P31800(Evidence code:IBA/Database source:PANTHER:PTN000220169),UQCRC1,BP,1,1 of 44,1.12,2.27,0.1176,0.1406
GO:0006955,immune response,A7YWH4(Evidence code:IEA/Database source:InterPro:IPR010579)Q2KIE5(Evidence code:IEA/Database source:InterPro:IPR001089|I), BoLA CXCL2,BP,2,2 of 214,2.25,0.93,0.1222,0.1457
GO:0045271,respiratory chain complex I,P23935(Evidence code:IEA/Database source:UniProtKB:Q9CPP6|ens),NDUFA5,CC,1,1 of 46,1.12,2.17,0.1225,0.1458
GO:0006816,calcium ion transport,Q0VCA3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0109),LETM1,BP,1,1 of 47,1.12,2.13,0.1249,0.1484
GO:0006869,lipid transport,P12344(Evidence code:IEA/Database source:UniProtKB-KW:KW-0445),GOT2,BP,1,1 of 51,1.12,1.96,0.1346,0.1589
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,P35466(Evidence code:IEA/Database source:UniProtKB:P26447|ens),S100A4,BP,1,1 of 51,1.12,1.96,0.1346,0.1589
GO:0016651,"oxidoreductase activity, acting on NAD(P)H",P23935(Evidence code:IEA/Database source:InterPro:IPR006806),NDUFA5,MF,1,1 of 51,1.12,1.96,0.1346,0.1589
GO:0006508,proteolysis,Q2KI36(Evidence code:IEA/Database source:UniProtKB-KW:KW-0645)P23004(Evidence code:IEA/Database source:InterPro:IPR001431), SEC11C UQCRC2,BP,2,2 of 230,2.25,0.87,0.137,0.1607
GO:0002250,adaptive immune response,Q3T0B6(Evidence code:IEA/Database source:UniProtKB-KW:KW-1064),C1QBP,BP,1,1 of 52,1.12,1.92,0.137,0.1607
GO:0032991,protein-containing complex,Q3T0B6(Evidence code:TAS/Database source:),C1QBP,CC,1,1 of 1693,1.12,0.06,0.1367,0.1607
GO:0005769,early endosome,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens),PHB,CC,1,1 of 55,1.12,1.82,0.1441,0.1687
GO:0045088,regulation of innate immune response,Q0VCA5(Evidence code:ISS/Database source:UniProtKB:Q9Y3Z3),SAMHD1,BP,1,1 of 56,1.12,1.79,0.1465,0.1708
GO:0022904,respiratory electron transport chain,P23935(Evidence code:IEA/Database source:InterPro:IPR006806),NDUFA5,BP,1,1 of 56,1.12,1.79,0.1465,0.1708
GO:0044877,protein-containing complex binding,Q5E9F1(Evidence code:IEA/Database source:UniProtKB:Q61335|ens)P42029(Evidence code:IEA/Database source:UniProtKB:P51970|ens), BCAP31 NDUFA8,MF,2,2 of 243,2.25,0.82,0.1493,0.1737
GO:0032259,methylation,Q5E9L5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0489),PRMT6,BP,1,1 of 58,1.12,1.72,0.1512,0.1755
GO:0045893,"positive regulation of transcription, DNA-templated",Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens)Q0VD32(Evidence code:ISS/Database source:UniProtKB:Q32M00), PHB CREBL2,BP,2,2 of 255,2.25,0.78,0.1609,0.1856
GO:0051607,defense response to virus,Q0VCA5(Evidence code:ISS/Database source:UniProtKB:Q9Y3Z3),SAMHD1,BP,1,1 of 62,1.12,1.61,0.1606,0.1856
GO:0003729,mRNA binding,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:O35658),C1QBP,MF,1,1 of 62,1.12,1.61,0.1606,0.1856
GO:0003713,transcription coactivator activity,Q2TBP7(Evidence code:IEA/Database source:InterPro:IPR026060),MYCBP,MF,1,1 of 65,1.12,1.54,0.1676,0.1929
GO:0006486,protein glycosylation,Q2KID7(Evidence code:IEA/Database source:UniPathway:UPA00378),OSTC,BP,1,1 of 66,1.12,1.52,0.1699,0.1947
GO:0016747,"transferase activity, transferring acyl groups other than amino-acyl groups",Q29RZ0(Evidence code:IEA/Database source:InterPro:IPR002155|I),ACAT1,MF,1,1 of 66,1.12,1.52,0.1699,0.1947
GO:0008236,serine-type peptidase activity,Q2KI36(Evidence code:IEA/Database source:InterPro:IPR019756|I),SEC11C,MF,1,1 of 67,1.12,1.49,0.1722,0.197
GO:0016757,"transferase activity, transferring glycosyl groups",Q0V888(Evidence code:IEA/Database source:InterPro:IPR003378),COPG,MF,1,1 of 69,1.12,1.45,0.1768,0.2018
GO:0016874,ligase activity,Q58DR8(Evidence code:IEA/Database source:UniProtKB-KW:KW-0436),SUCLG1,MF,1,1 of 72,1.12,1.39,0.1836,0.2092
GO:0008168,methyltransferase activity,Q5E9L5(Evidence code:IEA/Database source:InterPro:IPR025799),PRMT6,MF,1,1 of 75,1.12,1.33,0.1904,0.216
GO:0016853,isomerase activity,Q2YDL5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0413),FKBP11,MF,1,1 of 75,1.12,1.33,0.1904,0.216
GO:0031966,mitochondrial membrane,P52505(Evidence code:IDA/Database source:)P00423(Evidence code:IEA/Database source:UniProtKB:P19783|ens), NDUFAB1 COX4I1,CC,2,2 of 289,2.25,0.69,0.1944,0.2197
GO:0000977,RNA polymerase II regulatory region sequence-specific DNA binding,Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens),H2AFY,MF,1,1 of 77,1.12,1.3,0.1948,0.2197
GO:0045785,positive regulation of cell adhesion,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021),C1QBP,BP,1,1 of 77,1.12,1.3,0.1948,0.2197
GO:0019216,regulation of lipid metabolic process,Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens),H2AFY,BP,1,1 of 80,1.12,1.25,0.2015,0.2268
GO:0006952,defense response,P46169(Evidence code:IEA/Database source:InterPro:IPR001855|I)Q2KIE5(Evidence code:IEA/Database source:InterPro:IPR033899), DEFB11 CXCL2,BP,2,2 of 300,2.25,0.67,0.2054,0.2308
GO:0006414,translational elongation,Q5E983(Evidence code:IEA/Database source:InterPro:IPR001326|I),EEF1B,BP,1,1 of 83,1.12,1.2,0.2081,0.2328
GO:0016829,lyase activity,Q58DM8(Evidence code:IEA/Database source:UniProtKB-KW:KW-0456),ECHS1,MF,1,1 of 83,1.12,1.2,0.2081,0.2328
GO:0016042,lipid catabolic process,P68401(Evidence code:IEA/Database source:UniProtKB-KW:KW-0442),PAFAH1B2,BP,1,1 of 84,1.12,1.19,0.2103,0.2343
GO:0005125,cytokine activity,Q2KIE5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0202),CXCL2,MF,1,1 of 84,1.12,1.19,0.2103,0.2343
GO:0044389,ubiquitin-like protein ligase binding,Q1LZB0(Evidence code:ISS/Database source:UniProtKB:Q96HY6),DDRGK1,MF,1,1 of 85,1.12,1.18,0.2125,0.2358
GO:0016746,"transferase activity, transferring acyl groups",Q29RZ0(Evidence code:IEA/Database source:UniProtKB-KW:KW-0012),ACAT1,MF,1,1 of 85,1.12,1.18,0.2125,0.2358
GO:0006979,response to oxidative stress,P00432(Evidence code:IEA/Database source:InterPro:IPR018028|I),CAT,BP,1,1 of 86,1.12,1.16,0.2147,0.2368
GO:0006820,anion transport,P45879(Evidence code:IEA/Database source:InterPro:IPR030270),VDAC1,BP,1,1 of 86,1.12,1.16,0.2147,0.2368
GO:0042742,defense response to bacterium,P46169(Evidence code:IEA/Database source:UniProtKB-KW:KW-0044),DEFB11,BP,1,1 of 86,1.12,1.16,0.2147,0.2368
GO:0006874,cellular calcium ion homeostasis,Q32LL2(Evidence code:ISS/Database source:UniProtKB:Q9UJZ1),STOML2,BP,1,1 of 87,1.12,1.15,0.2169,0.2388
GO:0051260,protein homooligomerization,Q0VCA3(Evidence code:ISS/Database source:UniProtKB:Q9Z2I0),LETM1,BP,1,1 of 88,1.12,1.14,0.219,0.2407
GO:0005765,lysosomal membrane,P11456(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),M6PR,CC,1,1 of 92,1.12,1.09,0.2277,0.2497
GO:0000323,lytic vacuole,P11456(Evidence code:IEA/Database source:InterPro:IPR000296),M6PR,CC,1,1 of 93,1.12,1.08,0.2298,0.251
GO:0005764,lysosome,P11456(Evidence code:IEA/Database source:UniProtKB-KW:KW-0458),M6PR,CC,1,1 of 93,1.12,1.08,0.2298,0.251
GO:0006457,protein folding,Q3T0L2(Evidence code:IEA/Database source:UniProtKB:Q9BS26|ens),ERP44,BP,1,1 of 97,1.12,1.03,0.2383,0.2598
GO:0008134,transcription factor binding,Q3T0B6(Evidence code:IEA/Database source:UniProtKB:Q07021|ens),C1QBP,MF,1,1 of 98,1.12,1.02,0.2404,0.2616
GO:0046982,protein heterodimerization activity,Q2HJ65(Evidence code:IEA/Database source:InterPro:IPR009072),H2AFY,MF,1,1 of 103,1.12,0.97,0.2509,0.2724
GO:0019901,protein kinase binding,Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens),H2AFY,MF,1,1 of 106,1.12,0.94,0.2571,0.2786
GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",Q3T165(Evidence code:IEA/Database source:UniProtKB:P67778|ens),PHB,MF,1,1 of 107,1.12,0.93,0.2591,0.2803
GO:0004930,G-protein coupled receptor activity,Q673L2(Evidence code:IEA/Database source:InterPro:IPR000276),C5AR1,MF,1,1 of 110,1.12,0.91,0.2653,0.2864
GO:0006875,cellular metal ion homeostasis,Q0VCA3(Evidence code:IBA/Database source:PANTHER:PTN000360953),LETM1,BP,1,1 of 111,1.12,0.9,0.2673,0.288
GO:0008285,negative regulation of cell proliferation,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens),PHB,BP,1,1 of 119,1.12,0.84,0.2834,0.3047
GO:0051259,protein complex oligomerization,Q32LL2(Evidence code:ISS/Database source:UniProtKB:Q9UJZ1),STOML2,BP,1,1 of 120,1.12,0.83,0.2853,0.3063
GO:0006954,inflammatory response,Q673L2(Evidence code:IBA/Database source:PANTHER:PTN001200752),C5AR1,BP,1,1 of 121,1.12,0.83,0.2873,0.3078
GO:0005102,signaling receptor binding,P00432(Evidence code:IEA/Database source:UniProtKB:P04040|ens)A7YWH4(Evidence code:IBA/Database source:PANTHER:PTN000422452), CAT BoLA,MF,2,2 of 385,2.25,0.52,0.2917,0.3119
GO:0016787,hydrolase activity,Q2KI36(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378)Q0VCA5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378)P68401(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378)Q3T147(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378), SEC11C SAMHD1 PAFAH1B2 DDX39B,MF,4,4 of 836,4.49,0.48,0.3012,0.3208
GO:0010942,positive regulation of cell death,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens),PHB,BP,1,1 of 128,1.12,0.78,0.301,0.3208
GO:0048037,cofactor binding,Q58DR8(Evidence code:IEA/Database source:InterPro:IPR003781),SUCLG1,MF,1,1 of 132,1.12,0.76,0.3087,0.3282
GO:0005524,ATP binding,Q3T147(Evidence code:IEA/Database source:InterPro:IPR011545)P00366(Evidence code:IEA/Database source:UniProtKB-KW:KW-0067), DDX39B GLUD1,MF,2,2 of 403,2.25,0.5,0.3099,0.3288
GO:0031012,extracellular matrix,A6H7H3(Evidence code:IEA/Database source:UniProtKB:O70503|ens),LOC789567,CC,1,1 of 137,1.12,0.73,0.3182,0.337
GO:0005515,protein binding,Q0VD32(Evidence code:IPI/Database source:UniProtKB:Q89582)P05631(Evidence code:IPI/Database source:UniProtKB:P00829), CREBL2 ATP5C1,MF,2,2 of 1669,2.25,0.12,0.3294,0.3482
GO:0005975,carbohydrate metabolic process,Q29RK1(Evidence code:IEA/Database source:UniProtKB:O75390|ens),CS,BP,1,1 of 144,1.12,0.69,0.3313,0.3489
GO:0010638,positive regulation of organelle organization,Q3T133(Evidence code:ISS/Database source:UniProtKB:Q9BVK6),TMED9,BP,1,1 of 144,1.12,0.69,0.3313,0.3489
GO:0007275,multicellular organism development,Q5EA68(Evidence code:IEA/Database source:UniProtKB-KW:KW-0217),SEC61A1,BP,1,1 of 145,1.12,0.69,0.3332,0.3502
GO:0005768,endosome,P11456(Evidence code:ISS/Database source:UniProtKB:P20645),M6PR,CC,1,1 of 165,1.12,0.61,0.3691,0.3872
GO:0007186,G-protein coupled receptor signaling pathway,Q673L2(Evidence code:IEA/Database source:InterPro:IPR000276|I),C5AR1,BP,1,1 of 168,1.12,0.6,0.3743,0.3919
GO:0009058,biosynthetic process,P12344(Evidence code:IEA/Database source:InterPro:IPR004838|I),GOT2,BP,1,1 of 1113,1.12,0.09,0.3752,0.3921
GO:0016604,nuclear body,Q0VD32(Evidence code:IDA/Database source:),CREBL2,CC,1,1 of 171,1.12,0.58,0.3795,0.3958
GO:0003677,DNA binding,Q0VD32(Evidence code:IEA/Database source:UniProtKB-KW:KW-0238)Q2HJ65(Evidence code:IEA/Database source:InterPro:IPR002119|I), CREBL2 H2AFY,MF,2,2 of 481,2.25,0.42,0.3871,0.4031
GO:0055085,transmembrane transport,P45879(Evidence code:IEA/Database source:InterPro:IPR027246),VDAC1,BP,1,1 of 183,1.12,0.55,0.3997,0.4154
GO:0043066,negative regulation of apoptotic process,P00432(Evidence code:IEA/Database source:UniProtKB:P04040|ens),CAT,BP,1,1 of 186,1.12,0.54,0.4047,0.4198
GO:0003700,DNA-binding transcription factor activity,Q0VD32(Evidence code:IEA/Database source:InterPro:IPR004827),CREBL2,MF,1,1 of 187,1.12,0.53,0.4063,0.4207
GO:0008289,lipid binding,Q32LL2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0446),STOML2,MF,1,1 of 190,1.12,0.53,0.4112,0.425
GO:0038023,signaling receptor activity,Q6QUN5(Evidence code:IEA/Database source:InterPro:IPR039141),TREM1,MF,1,1 of 204,1.12,0.49,0.4336,0.4473
GO:0008233,peptidase activity,Q2KI36(Evidence code:IEA/Database source:InterPro:IPR001733),SEC11C,MF,1,1 of 205,1.12,0.49,0.4352,0.4481
GO:0042803,protein homodimerization activity,P00432(Evidence code:IEA/Database source:UniProtKB:P04040|ens),CAT,MF,1,1 of 210,1.12,0.48,0.4429,0.4552
GO:0043085,positive regulation of catalytic activity,O77775(Evidence code:IEA/Database source:GO:0016176),NCF2,BP,1,1 of 229,1.12,0.44,0.4714,0.4836
GO:0043231,intracellular membrane-bounded organelle,P00432(Evidence code:IEA/Database source:UniProtKB:P04040|ens)Q64L89(Evidence code:IEA/Database source:UniProtKB-KW:KW-0492)Q5E9X4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0492), CAT MGST1 LRRC59,CC,3,3 of 1927,3.37,0.16,0.4926,0.5044
GO:0006396,RNA processing,A2VDN6(Evidence code:IEA/Database source:InterPro:IPR000061|I),SF3A1,BP,1,1 of 246,1.12,0.41,0.4956,0.5066
GO:0003824,catalytic activity,Q58DR8(Evidence code:IEA/Database source:InterPro:IPR005810|I)Q0VCA5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0021)P12344(Evidence code:IEA/Database source:InterPro:IPR004838|I)Q29RZ0(Evidence code:IEA/Database source:InterPro:IPR016039)P23004(Evidence code:IEA/Database source:InterPro:IPR011249)Q58DM8(Evidence code:IEA/Database source:InterPro:IPR001753|I)P31800(Evidence code:IEA/Database source:InterPro:IPR011249), SUCLG1 SAMHD1 GOT2 ACAT1 UQCRC2 ECHS1 UQCRC1,MF,7,7 of 1952,7.87,0.36,0.5032,0.5134
GO:1903508,positive regulation of nucleic acid-templated transcription,Q2TBP7(Evidence code:IEA/Database source:GO:0003713),MYCBP,BP,1,1 of 255,1.12,0.39,0.508,0.5173
GO:0016192,vesicle-mediated transport,Q0V888(Evidence code:IEA/Database source:InterPro:IPR002553),COPG,BP,1,1 of 277,1.12,0.36,0.537,0.5458
GO:0008152,metabolic process,Q58DR8(Evidence code:IEA/Database source:InterPro:IPR005810|I)Q0VCA5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0021)P20000(Evidence code:IEA/Database source:InterPro:IPR015590|I)Q58DM8(Evidence code:IEA/Database source:InterPro:IPR001753|I)Q29RZ0(Evidence code:IEA/Database source:InterPro:IPR002155|I), SUCLG1 SAMHD1 ALDH2 ECHS1 ACAT1,BP,5,5 of 2613,5.62,0.19,0.5561,0.5642
GO:0046914,transition metal ion binding,P35466(Evidence code:IEA/Database source:InterPro:IPR034325),S100A4,MF,1,1 of 309,1.12,0.32,0.5761,0.5834
GO:0010628,positive regulation of gene expression,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens),PHB,BP,1,1 of 331,1.12,0.3,0.601,0.6076
GO:0007165,signal transduction,Q673L2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0807),C5AR1,BP,1,1 of 809,1.12,0.12,0.7284,0.7351
GO:0031090,organelle membrane,Q5E9X4(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),LRRC59,CC,1,1 of 830,1.12,0.12,0.73,0.7353
GO:0010468,regulation of gene expression,Q3T147(Evidence code:IBA/Database source:PANTHER:PTN000620148),DDX39B,BP,1,1 of 870,1.12,0.11,0.7338,0.7378
GO:0017076,purine nucleotide binding,F1MDS3(Evidence code:IEA/Database source:InterPro:IPR008210|I),PCK2,MF,1,1 of 576,1.12,0.17,1,1
