GO,Function,Proteins,Gene Name,Ontology group,Count of protein,Number of proteins detected within the genome,GO frequency within the dataset (%),GO frequency within the genome (%),P-Value,P-Values_BH
GO:0071813,lipoprotein particle binding,P15497(Evidence code:IEA/Database source:UniProtKB:Q00623|ens),APOA1,MF,1,1 of 5,0.99,20,0.01873,0.03384
GO:0008061,chitin binding,P30922(Evidence code:IEA/Database source:InterPro:IPR011583|I),CHI3L1,MF,1,1 of 5,0.99,20,0.01873,0.03384
GO:0097009,energy homeostasis,P26201(Evidence code:ISS/Database source:UniProtKB:Q07969),CD36,BP,1,1 of 5,0.99,20,0.01873,0.03384
GO:0008211,glucocorticoid metabolic process,P15497(Evidence code:IEA/Database source:UniProtKB:Q00623|ens),APOA1,BP,1,1 of 5,0.99,20,0.01873,0.03384
GO:0050727,regulation of inflammatory response,G3N2D8(Evidence code:IEA/Database source:UniProtKB:Q60928|ens)P12763(Evidence code:ISS/Database source:UniProtKB:P02765), GGT1 AHSG,BP,2,2 of 66,1.98,3.03,0.0198,0.03568
GO:0009312,oligosaccharide biosynthetic process,P08037(Evidence code:ISS/Database source:UniProtKB:P15291),B4GALT1,BP,1,1 of 6,0.99,16.67,0.02182,0.03738
GO:0030511,positive regulation of transforming growth factor beta receptor signaling pathway,Q2KIF2(Evidence code:IEA/Database source:UniProtKB:Q91XL1|ens),LRG1,BP,1,1 of 6,0.99,16.67,0.02182,0.03738
GO:0071404,cellular response to low-density lipoprotein particle stimulus,P26201(Evidence code:ISS/Database source:UniProtKB:Q08857),CD36,BP,1,1 of 6,0.99,16.67,0.02182,0.03738
GO:0070741,response to interleukin-6,P30922(Evidence code:ISS/Database source:UniProtKB:P36222),CHI3L1,BP,1,1 of 6,0.99,16.67,0.02182,0.03738
GO:0006183,GTP biosynthetic process,Q3T0Q4(Evidence code:IEA/Database source:InterPro:IPR001564),NME2,BP,1,1 of 6,0.99,16.67,0.02182,0.03738
GO:0034142,toll-like receptor 4 signaling pathway,Q95122(Evidence code:ISS/Database source:UniProtKB:P10810),CD14,BP,1,1 of 6,0.99,16.67,0.02182,0.03738
GO:0006241,CTP biosynthetic process,Q3T0Q4(Evidence code:IEA/Database source:InterPro:IPR001564),NME2,BP,1,1 of 6,0.99,16.67,0.02182,0.03738
GO:0051016,barbed-end actin filament capping,Q3SX14(Evidence code:IEA/Database source:InterPro:IPR030004),GSN,BP,1,1 of 6,0.99,16.67,0.02182,0.03738
GO:1902175,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,P05307(Evidence code:IBA/Database source:PANTHER:PTN001053176),P4HB,BP,1,1 of 6,0.99,16.67,0.02182,0.03738
GO:0005640,nuclear outer membrane,Q0IIH5(Evidence code:IEA/Database source:UniProtKB:P81117|ens),NUCB2,CC,1,1 of 6,0.99,16.67,0.02182,0.03738
GO:0032461,positive regulation of protein oligomerization,Q3SYR8(Evidence code:IEA/Database source:UniProtKB:P01591|ens),IGJ,BP,1,1 of 6,0.99,16.67,0.02182,0.03738
GO:1902230,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage,P17697(Evidence code:ISS/Database source:UniProtKB:P10909),CLU,BP,1,1 of 6,0.99,16.67,0.02182,0.03738
GO:0046320,regulation of fatty acid oxidation,P10790(Evidence code:IEA/Database source:UniProtKB:P11404|ens),FABP3,BP,1,1 of 6,0.99,16.67,0.02182,0.03738
GO:0001916,positive regulation of T cell mediated cytotoxicity,P01888(Evidence code:IEA/Database source:UniProtKB:P01887|ens),B2M,BP,1,1 of 6,0.99,16.67,0.02182,0.03738
GO:0042572,retinol metabolic process,O46375(Evidence code:IEA/Database source:InterPro:IPR030178),TTR,BP,1,1 of 6,0.99,16.67,0.02182,0.03738
GO:0020027,hemoglobin metabolic process,Q3SZV7(Evidence code:IEA/Database source:UniProtKB:Q91X72|ens),HPX,BP,1,1 of 6,0.99,16.67,0.02182,0.03738
GO:0006103,2-oxoglutarate metabolic process,Q9XSG3(Evidence code:ISS/Database source:UniProtKB:O75874),IDH1,BP,1,1 of 6,0.99,16.67,0.02182,0.03738
GO:0032689,negative regulation of interferon-gamma production,Q8SPP7(Evidence code:IEA/Database source:UniProtKB:O88593|ens),PGLYRP1,BP,1,1 of 6,0.99,16.67,0.02182,0.03738
GO:0061436,establishment of skin barrier,G3N0V2(Evidence code:IEA/Database source:UniProtKB:P04104|ens),KRT1,BP,1,1 of 6,0.99,16.67,0.02182,0.03738
GO:0034976,response to endoplasmic reticulum stress,P05307(Evidence code:IBA/Database source:PANTHER:PTN000432607)Q3MHX6(Evidence code:ISS/Database source:UniProtKB:Q13438), P4HB OS9,BP,2,2 of 70,1.98,2.86,0.02204,0.03765
GO:0001525,angiogenesis,P07589(Evidence code:IEA/Database source:UniProtKB-KW:KW-0037)Q95114(Evidence code:IEA/Database source:UniProtKB-KW:KW-0037), FN1 MFGE8,BP,2,2 of 71,1.98,2.82,0.02261,0.03844
GO:0045121,membrane raft,P26201(Evidence code:ISS/Database source:UniProtKB:P16671)Q95122(Evidence code:ISS/Database source:UniProtKB:P08571), CD36 CD14,CC,2,2 of 71,1.98,2.82,0.02261,0.03844
GO:0043066,negative regulation of apoptotic process,P24627(Evidence code:IDA/Database source:)P02662(Evidence code:IMP/Database source:)P02769(Evidence code:ISS/Database source:UniProtKB:P02768), LTF CSN1S1 ALB,BP,3,3 of 186,2.97,1.61,0.02278,0.03863
GO:0002474,antigen processing and presentation of peptide antigen via MHC class I,P01888(Evidence code:IEA/Database source:UniProtKB-KW:KW-0490),B2M,BP,1,1 of 7,0.99,14.29,0.0249,0.04096
GO:0060046,regulation of acrosome reaction,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 7,0.99,14.29,0.0249,0.04096
GO:0009101,glycoprotein biosynthetic process,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 7,0.99,14.29,0.0249,0.04096
GO:0030194,positive regulation of blood coagulation,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens),F2,BP,1,1 of 7,0.99,14.29,0.0249,0.04096
GO:0010800,positive regulation of peptidyl-threonine phosphorylation,P30922(Evidence code:ISS/Database source:UniProtKB:Q61362),CHI3L1,BP,1,1 of 7,0.99,14.29,0.0249,0.04096
GO:1900026,positive regulation of substrate adhesion-dependent cell spreading,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,BP,1,1 of 7,0.99,14.29,0.0249,0.04096
GO:0050766,positive regulation of phagocytosis,P12763(Evidence code:ISS/Database source:UniProtKB:P02765),AHSG,BP,1,1 of 7,0.99,14.29,0.0249,0.04096
GO:0036041,long-chain fatty acid binding,P02754(Evidence code:IDA/Database source:),LGB,MF,1,1 of 7,0.99,14.29,0.0249,0.04096
GO:0004806,triglyceride lipase activity,P11151(Evidence code:IEA/Database source:UniProtKB:P06858|ens),LPL,MF,1,1 of 7,0.99,14.29,0.0249,0.04096
GO:0042060,wound healing,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 7,0.99,14.29,0.0249,0.04096
GO:0050892,intestinal absorption,P26201(Evidence code:ISS/Database source:UniProtKB:Q08857),CD36,BP,1,1 of 7,0.99,14.29,0.0249,0.04096
GO:0050750,low-density lipoprotein particle receptor binding,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439007),APOE,MF,1,1 of 7,0.99,14.29,0.0249,0.04096
GO:0018149,peptide cross-linking,G3N0V2(Evidence code:IEA/Database source:UniProtKB:P04264|ens),KRT1,BP,1,1 of 8,0.99,12.5,0.02797,0.04425
GO:0001935,endothelial cell proliferation,P15497(Evidence code:IEA/Database source:UniProtKB:Q00623|ens),APOA1,BP,1,1 of 8,0.99,12.5,0.02797,0.04425
GO:0003756,protein disulfide isomerase activity,P05307(Evidence code:IEA/Database source:InterPro:IPR005792),P4HB,MF,1,1 of 8,0.99,12.5,0.02797,0.04425
GO:0006826,iron ion transport,P01888(Evidence code:IEA/Database source:UniProtKB:P01887|ens),B2M,BP,1,1 of 8,0.99,12.5,0.02797,0.04425
GO:0019825,oxygen binding,P02769(Evidence code:ISS/Database source:UniProtKB:P02768),ALB,MF,1,1 of 8,0.99,12.5,0.02797,0.04425
GO:0004550,nucleoside diphosphate kinase activity,Q3T0Q4(Evidence code:IEA/Database source:InterPro:IPR001564),NME2,MF,1,1 of 8,0.99,12.5,0.02797,0.04425
GO:0002726,positive regulation of T cell cytokine production,P01888(Evidence code:IEA/Database source:UniProtKB:P61769|ens),B2M,BP,1,1 of 8,0.99,12.5,0.02797,0.04425
GO:0043539,protein serine/threonine kinase activator activity,P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens),LTF,MF,1,1 of 8,0.99,12.5,0.02797,0.04425
GO:0030574,collagen catabolic process,P07688(Evidence code:IEA/Database source:UniProtKB:P07858|ens),CTSB,BP,1,1 of 8,0.99,12.5,0.02797,0.04425
GO:0030282,bone mineralization,Q2KIS7(Evidence code:IEA/Database source:UniProtKB:P05452|ens),CLEC3B,BP,1,1 of 8,0.99,12.5,0.02797,0.04425
GO:0008191,metalloendopeptidase inhibitor activity,P02666(Evidence code:IEA/Database source:UniProtKB-KW:KW-0483),CSN2,MF,1,1 of 8,0.99,12.5,0.02797,0.04425
GO:0008378,galactosyltransferase activity,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,MF,1,1 of 8,0.99,12.5,0.02797,0.04425
GO:0043014,alpha-tubulin binding,P08037(Evidence code:ISS/Database source:UniProtKB:P15291-1),B4GALT1,MF,1,1 of 8,0.99,12.5,0.02797,0.04425
GO:0010866,regulation of triglyceride biosynthetic process,Q2UVX4(Evidence code:ISS/Database source:UniProtKB:P01024),C3,BP,1,1 of 8,0.99,12.5,0.02797,0.04425
GO:0050909,sensory perception of taste,P26201(Evidence code:ISS/Database source:UniProtKB:Q08857),CD36,BP,1,1 of 8,0.99,12.5,0.02797,0.04425
GO:0019841,retinol binding,P02754(Evidence code:IEA/Database source:UniProtKB-KW:KW-0683),LGB,MF,1,1 of 8,0.99,12.5,0.02797,0.04425
GO:0016491,oxidoreductase activity,P80457(Evidence code:IEA/Database source:InterPro:IPR002346|I)P80025(Evidence code:IEA/Database source:UniProtKB-KW:KW-0560)A6QQA8(Evidence code:IEA/Database source:UniProtKB-KW:KW-0560)Q9XSG3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0560), XDH LPO QSOX1 IDH1,MF,4,4 of 361,3.96,1.11,0.03008,0.04748
GO:0010884,positive regulation of lipid storage,Q2UVX4(Evidence code:ISS/Database source:UniProtKB:P01024),C3,BP,1,1 of 9,0.99,11.11,0.03102,0.04795
GO:0030516,regulation of axon extension,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439007),APOE,BP,1,1 of 9,0.99,11.11,0.03102,0.04795
GO:0007595,lactation,P02666(Evidence code:IEA/Database source:UniProtKB:P05814|ens),CSN2,BP,1,1 of 9,0.99,11.11,0.03102,0.04795
GO:0060761,negative regulation of response to cytokine stimulus,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,BP,1,1 of 9,0.99,11.11,0.03102,0.04795
GO:0010828,positive regulation of glucose transmembrane transport,Q2UVX4(Evidence code:ISS/Database source:UniProtKB:P01024),C3,BP,1,1 of 9,0.99,11.11,0.03102,0.04795
GO:0048514,blood vessel morphogenesis,P28800(Evidence code:IEA/Database source:UniProtKB:Q61247|ens),SERPINF2,BP,1,1 of 9,0.99,11.11,0.03102,0.04795
GO:0042026,protein refolding,P01888(Evidence code:IEA/Database source:UniProtKB:P01887|ens),B2M,BP,1,1 of 9,0.99,11.11,0.03102,0.04795
GO:0007193,adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway,P26779(Evidence code:IBA/Database source:PANTHER:PTN000159338),PSAP,BP,1,1 of 9,0.99,11.11,0.03102,0.04795
GO:0048487,beta-tubulin binding,P08037(Evidence code:ISS/Database source:UniProtKB:P15291-1),B4GALT1,MF,1,1 of 9,0.99,11.11,0.03102,0.04795
GO:0006979,response to oxidative stress,Q9XSG3(Evidence code:ISS/Database source:UniProtKB:O88844)P80025(Evidence code:IEA/Database source:InterPro:IPR010255), IDH1 LPO,BP,2,2 of 86,1.98,2.33,0.03192,0.0491
GO:0006631,fatty acid metabolic process,O02853(Evidence code:IEA/Database source:UniProtKB-KW:KW-0276)Q2UVX4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0276), PTGDS C3,BP,2,2 of 86,1.98,2.33,0.03192,0.0491
GO:0051260,protein homooligomerization,P08037(Evidence code:IEA/Database source:UniProtKB:P15291|ens)Q3MHN2(Evidence code:ISS/Database source:UniProtKB:P02748), B4GALT1 C9,BP,2,2 of 88,1.98,2.27,0.03325,0.05103
GO:0045745,positive regulation of G-protein coupled receptor protein signaling pathway,Q2UVX4(Evidence code:ISS/Database source:UniProtKB:P01024),C3,BP,1,1 of 10,0.99,10,0.03407,0.05169
GO:0035025,positive regulation of Rho protein signal transduction,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,BP,1,1 of 10,0.99,10,0.03407,0.05169
GO:0048661,positive regulation of smooth muscle cell proliferation,P28800(Evidence code:IEA/Database source:UniProtKB:Q61247|ens),SERPINF2,BP,1,1 of 10,0.99,10,0.03407,0.05169
GO:0030057,desmosome,P08037(Evidence code:ISS/Database source:UniProtKB:P15291),B4GALT1,CC,1,1 of 10,0.99,10,0.03407,0.05169
GO:0045669,positive regulation of osteoblast differentiation,P24627(Evidence code:ISS/Database source:UniProtKB:P02788),LTF,BP,1,1 of 10,0.99,10,0.03407,0.05169
GO:0006644,phospholipid metabolic process,P15497(Evidence code:IEA/Database source:UniProtKB:Q00623|ens)P11151(Evidence code:IDA/Database source:), APOA1 LPL,BP,2,2 of 91,1.98,2.2,0.0353,0.05343
GO:0005791,rough endoplasmic reticulum,O02853(Evidence code:ISS/Database source:UniProtKB:P41222),PTGDS,CC,1,1 of 11,0.99,9.09,0.03711,0.05468
GO:0070542,response to fatty acid,P26201(Evidence code:ISS/Database source:UniProtKB:Q07969),CD36,BP,1,1 of 11,0.99,9.09,0.03711,0.05468
GO:0071560,cellular response to transforming growth factor beta stimulus,Q2KIS7(Evidence code:IEA/Database source:UniProtKB:P05452|ens),CLEC3B,BP,1,1 of 11,0.99,9.09,0.03711,0.05468
GO:0007339,binding of sperm to zona pellucida,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 11,0.99,9.09,0.03711,0.05468
GO:0030324,lung development,P30922(Evidence code:ISS/Database source:UniProtKB:P36222),CHI3L1,BP,1,1 of 11,0.99,9.09,0.03711,0.05468
GO:0071944,cell periphery,Q3T0Q4(Evidence code:ISS/Database source:UniProtKB:P22392),NME2,CC,1,1 of 11,0.99,9.09,0.03711,0.05468
GO:0008180,COP9 signalosome,A6H7B5(Evidence code:IEA/Database source:InterPro:IPR037753),COPS3,CC,1,1 of 11,0.99,9.09,0.03711,0.05468
GO:0019915,lipid storage,P15497(Evidence code:IEA/Database source:UniProtKB:Q00623|ens),APOA1,BP,1,1 of 11,0.99,9.09,0.03711,0.05468
GO:0050873,brown fat cell differentiation,Q2KIF2(Evidence code:IEA/Database source:UniProtKB:Q91XL1|ens),LRG1,BP,1,1 of 11,0.99,9.09,0.03711,0.05468
GO:0071949,FAD binding,P80457(Evidence code:IEA/Database source:InterPro:IPR016166),XDH,MF,1,1 of 11,0.99,9.09,0.03711,0.05468
GO:0042583,chromaffin granule,P17697(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),CLU,CC,1,1 of 11,0.99,9.09,0.03711,0.05468
GO:0031663,lipopolysaccharide-mediated signaling pathway,Q95122(Evidence code:ISS/Database source:UniProtKB:P10810),CD14,BP,1,1 of 11,0.99,9.09,0.03711,0.05468
GO:0016021,integral component of membrane,P26201(Evidence code:IEA/Database source:UniProtKB-KW:KW-0812)Q3MHN2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0812)P30931(Evidence code:IEA/Database source:InterPro:IPR001187)G3N2D8(Evidence code:IEA/Database source:UniProtKB-KW:KW-0812)Q8WML4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0812)P81265(Evidence code:IEA/Database source:UniProtKB-KW:KW-0812)P08037(Evidence code:IEA/Database source:UniProtKB-KW:KW-0812)O18738(Evidence code:IEA/Database source:UniProtKB-KW:KW-0812)P18892(Evidence code:IEA/Database source:UniProtKB-KW:KW-0812), CD36 C9 F3 GGT1 MUC1 PIGR B4GALT1 DAG1 BTN1A1,CC,9,9 of 1299,8.91,0.69,0.04021,0.05808
GO:0006457,protein folding,P62935(Evidence code:IEA/Database source:InterPro:IPR020892)P05307(Evidence code:IBA/Database source:PANTHER:PTN000432607), PPIA P4HB,BP,2,2 of 97,1.98,2.06,0.03953,0.05808
GO:0006144,purine nucleobase metabolic process,O46375(Evidence code:IBA/Database source:PANTHER:PTN000044593),TTR,BP,1,1 of 12,0.99,8.33,0.04014,0.05808
GO:0051281,positive regulation of release of sequestered calcium ion into cytosol,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens),F2,BP,1,1 of 12,0.99,8.33,0.04014,0.05808
GO:0051693,actin filament capping,Q3SX14(Evidence code:IEA/Database source:UniProtKB-KW:KW-0117),GSN,BP,1,1 of 12,0.99,8.33,0.04014,0.05808
GO:0050840,extracellular matrix binding,P31096(Evidence code:IBA/Database source:PANTHER:PTN001635232),SPP1,MF,1,1 of 12,0.99,8.33,0.04014,0.05808
GO:0045646,regulation of erythrocyte differentiation,P01888(Evidence code:IEA/Database source:UniProtKB:P01887|ens),B2M,BP,1,1 of 12,0.99,8.33,0.04014,0.05808
GO:0043124,negative regulation of I-kappaB kinase/NF-kappaB signaling,P02666(Evidence code:IDA/Database source:),CSN2,BP,1,1 of 12,0.99,8.33,0.04014,0.05808
GO:0042168,heme metabolic process,Q3SZV7(Evidence code:IEA/Database source:UniProtKB:Q91X72|ens),HPX,BP,1,1 of 12,0.99,8.33,0.04014,0.05808
GO:0045010,actin nucleation,Q3SX14(Evidence code:IEA/Database source:InterPro:IPR030004),GSN,BP,1,1 of 13,0.99,7.69,0.04316,0.0614
GO:0001516,prostaglandin biosynthetic process,O02853(Evidence code:ISS/Database source:UniProtKB:O09114),PTGDS,BP,1,1 of 13,0.99,7.69,0.04316,0.0614
GO:0048260,positive regulation of receptor-mediated endocytosis,P01888(Evidence code:IEA/Database source:UniProtKB:P61769|ens),B2M,BP,1,1 of 13,0.99,7.69,0.04316,0.0614
GO:0032374,regulation of cholesterol transport,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006),APOE,BP,1,1 of 13,0.99,7.69,0.04316,0.0614
GO:0005501,retinoid binding,O02853(Evidence code:ISS/Database source:UniProtKB:O09114),PTGDS,MF,1,1 of 13,0.99,7.69,0.04316,0.0614
GO:0006919,activation of cysteine-type endopeptidase activity involved in apoptotic process,P30931(Evidence code:ISS/Database source:UniProtKB:P13726),F3,BP,1,1 of 13,0.99,7.69,0.04316,0.0614
GO:0030199,collagen fibril organization,P28800(Evidence code:IEA/Database source:UniProtKB:Q61247|ens),SERPINF2,BP,1,1 of 13,0.99,7.69,0.04316,0.0614
GO:0005925,focal adhesion,Q3T0Q4(Evidence code:ISS/Database source:UniProtKB:P22392)P60712(Evidence code:ISS/Database source:UniProtKB:P60706), NME2 ACTB,CC,2,2 of 103,1.98,1.94,0.04394,0.06225
GO:0046982,protein heterodimerization activity,G3N0V2(Evidence code:IEA/Database source:UniProtKB:P04264|ens)P05307(Evidence code:ISS/Database source:UniProtKB:P07237), KRT1 P4HB,MF,2,2 of 103,1.98,1.94,0.04394,0.06225
GO:0009749,response to glucose,P11151(Evidence code:IDA/Database source:),LPL,BP,1,1 of 14,0.99,7.14,0.04617,0.06527
GO:0097718,disordered domain specific binding,P07589(Evidence code:IPI/Database source:UniProtKB:Q06556),FN1,MF,1,1 of 15,0.99,6.67,0.04917,0.06834
GO:0048306,calcium-dependent protein binding,Q7SIH1(Evidence code:IEA/Database source:UniProtKB:P01023|ens),A2M,MF,1,1 of 15,0.99,6.67,0.04917,0.06834
GO:0048863,stem cell differentiation,Q7SIH1(Evidence code:IEA/Database source:UniProtKB:Q6GQT1|ens),A2M,BP,1,1 of 15,0.99,6.67,0.04917,0.06834
GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,Q3SZV7(Evidence code:IEA/Database source:UniProtKB:Q91X72|ens),HPX,BP,1,1 of 15,0.99,6.67,0.04917,0.06834
GO:0030145,manganese ion binding,P08037(Evidence code:ISS/Database source:UniProtKB:P15291),B4GALT1,MF,1,1 of 15,0.99,6.67,0.04917,0.06834
GO:0005160,transforming growth factor beta receptor binding,Q2KIF2(Evidence code:IEA/Database source:UniProtKB:Q91XL1|ens),LRG1,MF,1,1 of 15,0.99,6.67,0.04917,0.06834
GO:0002639,positive regulation of immunoglobulin production,Q3SZV7(Evidence code:IEA/Database source:UniProtKB:Q91X72|ens),HPX,BP,1,1 of 15,0.99,6.67,0.04917,0.06834
GO:0005518,collagen binding,P07688(Evidence code:IEA/Database source:UniProtKB:P07858|ens),CTSB,MF,1,1 of 15,0.99,6.67,0.04917,0.06834
GO:0016887,ATPase activity,P17697(Evidence code:ISS/Database source:UniProtKB:P10909)Q0VCX2(Evidence code:ISS/Database source:UniProtKB:G3I8R9), CLU HSPA5,MF,2,2 of 110,1.98,1.82,0.0493,0.06838
GO:0008047,enzyme activator activity,P26779(Evidence code:IBA/Database source:PANTHER:PTN001352635)P00735(Evidence code:IEA/Database source:UniProtKB:P19221|ens), PSAP F2,MF,2,2 of 113,1.98,1.77,0.05167,0.07116
GO:0030500,regulation of bone mineralization,P12763(Evidence code:IEA/Database source:UniProtKB-KW:KW-0495),AHSG,BP,1,1 of 16,0.99,6.25,0.05216,0.07116
GO:0032729,positive regulation of interferon-gamma production,Q95122(Evidence code:ISS/Database source:UniProtKB:P10810),CD14,BP,1,1 of 16,0.99,6.25,0.05216,0.07116
GO:0003796,lysozyme activity,P00711(Evidence code:IBA/Database source:PANTHER:PTN001685978),LALBA,MF,1,1 of 16,0.99,6.25,0.05216,0.07116
GO:0051537,"2 iron, 2 sulfur cluster binding",P80457(Evidence code:IEA/Database source:InterPro:IPR006058),XDH,MF,1,1 of 16,0.99,6.25,0.05216,0.07116
GO:0046330,positive regulation of JNK cascade,P28800(Evidence code:IEA/Database source:UniProtKB:P08697|ens),SERPINF2,BP,1,1 of 16,0.99,6.25,0.05216,0.07116
GO:0016998,cell wall macromolecule catabolic process,P00711(Evidence code:IBA/Database source:PANTHER:PTN001685978),LALBA,BP,1,1 of 16,0.99,6.25,0.05216,0.07116
GO:0005504,fatty acid binding,P02769(Evidence code:ISS/Database source:UniProtKB:P02768),ALB,MF,1,1 of 16,0.99,6.25,0.05216,0.07116
GO:0002526,acute inflammatory response,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 17,0.99,5.88,0.05514,0.07461
GO:0006693,prostaglandin metabolic process,O02853(Evidence code:IEA/Database source:UniProtKB-KW:KW-0644),PTGDS,BP,1,1 of 17,0.99,5.88,0.05514,0.07461
GO:0001906,cell killing,Q3MHN2(Evidence code:ISS/Database source:UniProtKB:P02748),C9,BP,1,1 of 17,0.99,5.88,0.05514,0.07461
GO:0045095,keratin filament,G3N0V2(Evidence code:IEA/Database source:InterPro:IPR003054),KRT1,CC,1,1 of 17,0.99,5.88,0.05514,0.07461
GO:0043065,positive regulation of apoptotic process,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens)P17697(Evidence code:ISS/Database source:UniProtKB:P10909-4), B4GALT1 CLU,BP,2,2 of 121,1.98,1.65,0.05817,0.0776
GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,P17697(Evidence code:ISS/Database source:UniProtKB:P10909),CLU,BP,1,1 of 18,0.99,5.56,0.05811,0.0776
GO:0004896,cytokine receptor activity,P30931(Evidence code:IBA/Database source:PANTHER:PTN000466212),F3,MF,1,1 of 18,0.99,5.56,0.05811,0.0776
GO:0006641,triglyceride metabolic process,P11151(Evidence code:IDA/Database source:),LPL,BP,1,1 of 18,0.99,5.56,0.05811,0.0776
GO:0014068,positive regulation of phosphatidylinositol 3-kinase signaling,P00735(Evidence code:IEA/Database source:UniProtKB:P19221|ens),F2,BP,1,1 of 18,0.99,5.56,0.05811,0.0776
GO:0030136,clathrin-coated vesicle,P02702(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),FOLR1,CC,1,1 of 18,0.99,5.56,0.05811,0.0776
GO:0031623,receptor internalization,P26201(Evidence code:ISS/Database source:UniProtKB:Q08857),CD36,BP,1,1 of 18,0.99,5.56,0.05811,0.0776
GO:0006511,ubiquitin-dependent protein catabolic process,Q3MHX6(Evidence code:ISS/Database source:UniProtKB:Q13438)A6H7B5(Evidence code:IBA/Database source:PANTHER:PTN000079485), OS9 COPS3,BP,2,2 of 122,1.98,1.64,0.059,0.07855
GO:0003779,actin binding,Q3MHN5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0009)Q3SX14(Evidence code:IEA/Database source:UniProtKB-KW:KW-0009), GC GSN,MF,2,2 of 124,1.98,1.61,0.06068,0.08034
GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,P17697(Evidence code:ISS/Database source:UniProtKB:P10909-4),CLU,BP,1,1 of 19,0.99,5.26,0.06108,0.08034
GO:0004601,peroxidase activity,P80025(Evidence code:IEA/Database source:InterPro:IPR010255),LPO,MF,1,1 of 19,0.99,5.26,0.06108,0.08034
GO:0002221,pattern recognition receptor signaling pathway,Q8SPP7(Evidence code:IEA/Database source:GO:0016019),PGLYRP1,BP,1,1 of 19,0.99,5.26,0.06108,0.08034
GO:0048771,tissue remodeling,P06868(Evidence code:IEA/Database source:UniProtKB-KW:KW-0797),PLG,BP,1,1 of 19,0.99,5.26,0.06108,0.08034
GO:0001726,ruffle,Q3T0Q4(Evidence code:ISS/Database source:UniProtKB:P22392),NME2,CC,1,1 of 19,0.99,5.26,0.06108,0.08034
GO:0005811,lipid droplet,Q9TUM6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0551),PLIN2,CC,1,1 of 20,0.99,5,0.06403,0.0834
GO:0007338,single fertilization,Q95114(Evidence code:IEA/Database source:UniProtKB-KW:KW-0278),MFGE8,BP,1,1 of 20,0.99,5,0.06403,0.0834
GO:0010977,negative regulation of neuron projection development,P01888(Evidence code:IEA/Database source:UniProtKB:P01887|ens),B2M,BP,1,1 of 20,0.99,5,0.06403,0.0834
GO:2000379,positive regulation of reactive oxygen species metabolic process,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens),F2,BP,1,1 of 20,0.99,5,0.06403,0.0834
GO:0030175,filopodium,P08037(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),B4GALT1,CC,1,1 of 20,0.99,5,0.06403,0.0834
GO:0006165,nucleoside diphosphate phosphorylation,Q3T0Q4(Evidence code:IEA/Database source:InterPro:IPR001564),NME2,BP,1,1 of 21,0.99,4.76,0.06697,0.08622
GO:0048754,branching morphogenesis of an epithelial tube,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 21,0.99,4.76,0.06697,0.08622
GO:0048525,negative regulation of viral process,P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens),LTF,BP,1,1 of 21,0.99,4.76,0.06697,0.08622
GO:0032092,positive regulation of protein binding,P01888(Evidence code:IEA/Database source:UniProtKB:P61769|ens),B2M,BP,1,1 of 21,0.99,4.76,0.06697,0.08622
GO:0009611,response to wounding,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens),F2,BP,1,1 of 21,0.99,4.76,0.06697,0.08622
